VTBR,D,03/01/20,00:00,0.04624,11,882,340,000
VTBR,D,06/01/20,00:00,0.04611,7,975,960,000
VTBR,D,08/01/20,00:00,0.046525,28,637,340,000
VTBR,D,09/01/20,00:00,0.047075,29,466,080,000
VTBR,D,10/01/20,00:00,0.0476,29,871,600,000
VTBR,D,13/01/20,00:00,0.04806,32,627,810,000
VTBR,D,14/01/20,00:00,0.04726,39,426,830,000
VTBR,D,15/01/20,00:00,0.046805,59,757,270,000
VTBR,D,16/01/20,00:00,0.047825,30,842,340,000
VTBR,D,17/01/20,00:00,0.048035,27,984,400,000
VTBR,D,20/01/20,00:00,0.048015,44,759,300,000
VTBR,D,21/01/20,00:00,0.04981,156,194,830,000
VTBR,D,22/01/20,00:00,0.04897,51,515,300,000
VTBR,D,23/01/20,00:00,0.0485,43,043,200,000
VTBR,D,24/01/20,00:00,0.048,39,887,770,000
VTBR,D,27/01/20,00:00,0.04682,50,352,130,000
VTBR,D,28/01/20,00:00,0.0472,26,031,850,000
VTBR,D,29/01/20,00:00,0.04754,34,492,140,000
VTBR,D,30/01/20,00:00,0.047045,22,410,820,000
VTBR,D,31/01/20,00:00,0.0464,30,041,510,000
VTBR,D,03/02/20,00:00,0.04615,28,744,030,000
VTBR,D,04/02/20,00:00,0.047255,38,499,030,000
VTBR,D,05/02/20,00:00,0.04768,39,508,130,000
VTBR,D,06/02/20,00:00,0.048075,30,385,790,000
VTBR,D,07/02/20,00:00,0.04809,17,492,800,000
VTBR,D,10/02/20,00:00,0.0474,34,748,180,000
VTBR,D,11/02/20,00:00,0.04744,28,011,470,000
VTBR,D,12/02/20,00:00,0.04787,19,635,460,000
VTBR,D,13/02/20,00:00,0.048,28,600,180,000
VTBR,D,14/02/20,00:00,0.047885,11,615,610,000
VTBR,D,17/02/20,00:00,0.048095,9,177,590,000
VTBR,D,18/02/20,00:00,0.047205,23,747,150,000
VTBR,D,19/02/20,00:00,0.04747,13,794,480,000
VTBR,D,20/02/20,00:00,0.04751,12,606,630,000
VTBR,D,21/02/20,00:00,0.04796,19,771,390,000
VTBR,D,25/02/20,00:00,0.047295,52,689,530,000
VTBR,D,26/02/20,00:00,0.04723,52,216,370,000
VTBR,D,27/02/20,00:00,0.04539,46,303,030,000
VTBR,D,28/02/20,00:00,0.04333,88,893,820,000
VTBR,D,02/03/20,00:00,0.043,64,207,930,000
VTBR,D,03/03/20,00:00,0.043255,50,685,620,000
VTBR,D,04/03/20,00:00,0.043155,28,688,450,000
VTBR,D,05/03/20,00:00,0.04307,25,375,410,000
VTBR,D,06/03/20,00:00,0.04122,62,444,220,000
VTBR,D,10/03/20,00:00,0.03745,100,095,230,000
VTBR,D,11/03/20,00:00,0.036355,58,704,400,000
VTBR,D,12/03/20,00:00,0.03112,146,656,520,000
VTBR,D,13/03/20,00:00,0.031575,130,719,530,000
VTBR,D,16/03/20,00:00,0.03015,118,314,310,000
VTBR,D,17/03/20,00:00,0.029735,90,493,350,000
VTBR,D,18/03/20,00:00,0.02814,90,350,300,000
VTBR,D,19/03/20,00:00,0.03057,101,096,200,000
VTBR,D,20/03/20,00:00,0.0315,117,246,270,000
VTBR,D,23/03/20,00:00,0.0316,79,736,050,000
VTBR,D,24/03/20,00:00,0.03288,62,990,120,000
VTBR,D,25/03/20,00:00,0.0328,131,779,890,000
VTBR,D,26/03/20,00:00,0.0325,64,621,230,000
VTBR,D,27/03/20,00:00,0.0311,60,507,180,000
VTBR,D,30/03/20,00:00,0.03165,77,921,780,000
VTBR,D,31/03/20,00:00,0.0326,71,869,010,000
VTBR,D,01/04/20,00:00,0.03203,57,498,660,000
VTBR,D,02/04/20,00:00,0.032175,83,184,070,000
VTBR,D,03/04/20,00:00,0.03208,69,309,390,000
VTBR,D,06/04/20,00:00,0.03367,84,868,050,000
VTBR,D,07/04/20,00:00,0.03437,129,032,250,000
VTBR,D,08/04/20,00:00,0.035,62,722,120,000
VTBR,D,09/04/20,00:00,0.0364,125,950,670,000
VTBR,D,10/04/20,00:00,0.03659,62,996,750,000
VTBR,D,13/04/20,00:00,0.0359,70,116,100,000
VTBR,D,14/04/20,00:00,0.035415,57,912,060,000
VTBR,D,15/04/20,00:00,0.03324,89,742,280,000
VTBR,D,16/04/20,00:00,0.034,86,952,190,000
VTBR,D,17/04/20,00:00,0.0343,40,286,650,000
VTBR,D,20/04/20,00:00,0.033805,40,542,490,000
VTBR,D,21/04/20,00:00,0.0331,60,464,150,000
VTBR,D,22/04/20,00:00,0.034,55,576,810,000
VTBR,D,23/04/20,00:00,0.03427,43,508,690,000
VTBR,D,24/04/20,00:00,0.033705,35,686,840,000
VTBR,D,27/04/20,00:00,0.0339,22,749,440,000
VTBR,D,28/04/20,00:00,0.0345,56,778,970,000
VTBR,D,29/04/20,00:00,0.035195,38,753,190,000
VTBR,D,30/04/20,00:00,0.0349,44,041,730,000
VTBR,D,04/05/20,00:00,0.03486,32,714,550,000
VTBR,D,05/05/20,00:00,0.035475,29,856,620,000
VTBR,D,06/05/20,00:00,0.03531,33,129,280,000
VTBR,D,07/05/20,00:00,0.03553,26,792,360,000
VTBR,D,08/05/20,00:00,0.035375,26,986,470,000
VTBR,D,12/05/20,00:00,0.035185,20,374,090,000
VTBR,D,13/05/20,00:00,0.034205,34,569,480,000
VTBR,D,14/05/20,00:00,0.03431,28,864,910,000
VTBR,D,15/05/20,00:00,0.034215,21,619,720,000
VTBR,D,18/05/20,00:00,0.03499,25,496,610,000
VTBR,D,19/05/20,00:00,0.03483,30,033,630,000
VTBR,D,20/05/20,00:00,0.03521,27,873,100,000
VTBR,D,21/05/20,00:00,0.03496,34,177,320,000
VTBR,D,22/05/20,00:00,0.03467,21,206,430,000
VTBR,D,25/05/20,00:00,0.035005,11,932,470,000
VTBR,D,26/05/20,00:00,0.0351,28,543,630,000
VTBR,D,27/05/20,00:00,0.03539,36,400,330,000
VTBR,D,28/05/20,00:00,0.03597,39,963,010,000
VTBR,D,29/05/20,00:00,0.03631,41,072,440,000
VTBR,D,01/06/20,00:00,0.03664,38,301,540,000
VTBR,D,02/06/20,00:00,0.037175,46,020,940,000
VTBR,D,03/06/20,00:00,0.03798,45,821,200,000
VTBR,D,04/06/20,00:00,0.03715,48,002,870,000
VTBR,D,05/06/20,00:00,0.037595,31,381,340,000
VTBR,D,08/06/20,00:00,0.037695,36,921,150,000
VTBR,D,09/06/20,00:00,0.0377,27,758,990,000
VTBR,D,10/06/20,00:00,0.03758,22,753,260,000
VTBR,D,11/06/20,00:00,0.036745,36,661,530,000
VTBR,D,15/06/20,00:00,0.036845,28,560,320,000
VTBR,D,16/06/20,00:00,0.03688,25,708,320,000
VTBR,D,17/06/20,00:00,0.0365,24,835,730,000
VTBR,D,18/06/20,00:00,0.0359,32,640,430,000
VTBR,D,19/06/20,00:00,0.035255,53,947,500,000
VTBR,D,22/06/20,00:00,0.035565,36,179,420,000
VTBR,D,23/06/20,00:00,0.03554,20,508,930,000
VTBR,D,25/06/20,00:00,0.0356,26,235,290,000
VTBR,D,26/06/20,00:00,0.03515,19,429,490,000
VTBR,D,29/06/20,00:00,0.035485,19,382,180,000
VTBR,D,30/06/20,00:00,0.03505,21,450,170,000
VTBR,D,02/07/20,00:00,0.03541,21,507,650,000
VTBR,D,03/07/20,00:00,0.03567,16,942,550,000
VTBR,D,06/07/20,00:00,0.03608,25,440,740,000
VTBR,D,07/07/20,00:00,0.035735,21,093,550,000
VTBR,D,08/07/20,00:00,0.03551,28,613,630,000
VTBR,D,09/07/20,00:00,0.035175,25,468,430,000
VTBR,D,10/07/20,00:00,0.035235,21,485,760,000
VTBR,D,13/07/20,00:00,0.035,21,728,000,000
VTBR,D,14/07/20,00:00,0.034915,37,297,990,000
VTBR,D,15/07/20,00:00,0.034995,20,337,630,000
VTBR,D,16/07/20,00:00,0.03481,14,515,890,000
VTBR,D,17/07/20,00:00,0.0348,15,439,030,000
VTBR,D,20/07/20,00:00,0.0371,107,887,740,000
VTBR,D,21/07/20,00:00,0.03807,140,223,870,000
VTBR,D,22/07/20,00:00,0.03789,50,315,350,000
VTBR,D,23/07/20,00:00,0.037465,37,834,310,000
VTBR,D,24/07/20,00:00,0.03795,29,316,980,000
VTBR,D,27/07/20,00:00,0.03921,90,473,020,000
VTBR,D,28/07/20,00:00,0.038905,32,015,610,000
VTBR,D,29/07/20,00:00,0.03924,40,366,650,000
VTBR,D,30/07/20,00:00,0.03861,44,652,330,000
VTBR,D,31/07/20,00:00,0.038755,28,055,260,000
VTBR,D,03/08/20,00:00,0.040125,66,483,160,000
VTBR,D,04/08/20,00:00,0.040385,43,587,170,000
VTBR,D,05/08/20,00:00,0.03855,186,800,880,000
VTBR,D,06/08/20,00:00,0.03783,85,586,550,000
VTBR,D,07/08/20,00:00,0.03672,100,221,800,000
VTBR,D,10/08/20,00:00,0.036755,39,955,870,000
VTBR,D,11/08/20,00:00,0.03693,58,728,300,000
VTBR,D,12/08/20,00:00,0.03768,39,873,380,000
VTBR,D,13/08/20,00:00,0.03764,34,493,030,000
VTBR,D,14/08/20,00:00,0.03772,25,066,590,000
VTBR,D,17/08/20,00:00,0.03761,35,985,140,000
VTBR,D,18/08/20,00:00,0.037355,19,437,750,000
VTBR,D,19/08/20,00:00,0.037445,17,985,260,000
VTBR,D,20/08/20,00:00,0.03697,28,969,060,000
VTBR,D,21/08/20,00:00,0.03636,34,526,110,000
VTBR,D,24/08/20,00:00,0.036315,40,958,050,000
VTBR,D,25/08/20,00:00,0.03585,36,234,190,000
VTBR,D,26/08/20,00:00,0.036065,31,768,700,000
VTBR,D,27/08/20,00:00,0.03609,22,238,140,000
VTBR,D,28/08/20,00:00,0.03595,15,054,610,000
VTBR,D,31/08/20,00:00,0.035375,29,784,330,000
VTBR,D,01/09/20,00:00,0.036065,24,611,870,000
VTBR,D,02/09/20,00:00,0.035555,29,955,300,000
VTBR,D,03/09/20,00:00,0.03508,34,142,720,000
