MVID,D,04/01/16,00:00,270.4,18,800
MVID,D,05/01/16,00:00,273.5,28,090
MVID,D,06/01/16,00:00,274.9,33,620
MVID,D,11/01/16,00:00,255.4,138,870
MVID,D,12/01/16,00:00,250.3,136,570
MVID,D,13/01/16,00:00,254.9,75,270
MVID,D,14/01/16,00:00,252.7,163,760
MVID,D,15/01/16,00:00,251.9,125,780
MVID,D,18/01/16,00:00,251,40,870
MVID,D,19/01/16,00:00,254.9,148,160
MVID,D,20/01/16,00:00,254.8,66,190
MVID,D,21/01/16,00:00,250.7,58,270
MVID,D,22/01/16,00:00,248.6,73,810
MVID,D,25/01/16,00:00,248.5,49,980
MVID,D,26/01/16,00:00,245.2,14,490
MVID,D,27/01/16,00:00,246.5,19,920
MVID,D,28/01/16,00:00,250,193,050
MVID,D,29/01/16,00:00,259.9,38,110
MVID,D,01/02/16,00:00,257.4,64,870
MVID,D,02/02/16,00:00,262.7,63,510
MVID,D,03/02/16,00:00,259,225,730
MVID,D,04/02/16,00:00,264.9,32,720
MVID,D,05/02/16,00:00,265.5,23,070
MVID,D,08/02/16,00:00,262.3,14,520
MVID,D,09/02/16,00:00,260.7,10,990
MVID,D,10/02/16,00:00,253.2,47,000
MVID,D,11/02/16,00:00,249.8,30,950
MVID,D,12/02/16,00:00,240.3,190,520
MVID,D,15/02/16,00:00,235.7,48,520
MVID,D,16/02/16,00:00,237.3,26,700
MVID,D,17/02/16,00:00,238.7,179,790
MVID,D,18/02/16,00:00,239.3,54,570
MVID,D,19/02/16,00:00,243,35,260
MVID,D,20/02/16,00:00,241.4,24,540
MVID,D,22/02/16,00:00,242.4,9,910
MVID,D,24/02/16,00:00,244,31,140
MVID,D,25/02/16,00:00,242.8,43,300
MVID,D,26/02/16,00:00,240.9,49,890
MVID,D,29/02/16,00:00,242.1,6,540
MVID,D,01/03/16,00:00,242,23,990
MVID,D,02/03/16,00:00,243.5,28,850
MVID,D,03/03/16,00:00,244.7,17,960
MVID,D,04/03/16,00:00,245,17,600
MVID,D,07/03/16,00:00,248,12,700
MVID,D,09/03/16,00:00,250.9,27,230
MVID,D,10/03/16,00:00,253.9,18,420
MVID,D,11/03/16,00:00,256.1,23,940
MVID,D,14/03/16,00:00,256.4,55,210
MVID,D,15/03/16,00:00,264.7,117,100
MVID,D,16/03/16,00:00,263,20,950
MVID,D,17/03/16,00:00,265.3,19,370
MVID,D,18/03/16,00:00,251.3,39,180
MVID,D,21/03/16,00:00,251.9,26,980
MVID,D,22/03/16,00:00,252.5,29,760
MVID,D,23/03/16,00:00,259,35,850
MVID,D,24/03/16,00:00,256.5,84,960
MVID,D,25/03/16,00:00,261.5,31,620
MVID,D,28/03/16,00:00,258.3,11,410
MVID,D,29/03/16,00:00,262.3,35,430
MVID,D,30/03/16,00:00,262,80,510
MVID,D,31/03/16,00:00,266.4,49,660
MVID,D,01/04/16,00:00,263.9,52,870
MVID,D,04/04/16,00:00,263.4,4,200
MVID,D,05/04/16,00:00,259.5,120,650
MVID,D,06/04/16,00:00,261,121,770
MVID,D,07/04/16,00:00,258.3,41,250
MVID,D,08/04/16,00:00,259.6,41,300
MVID,D,11/04/16,00:00,260.2,20,450
MVID,D,12/04/16,00:00,259.6,12,360
MVID,D,13/04/16,00:00,257.5,57,770
MVID,D,14/04/16,00:00,261.8,7,700
MVID,D,15/04/16,00:00,270.3,121,750
MVID,D,18/04/16,00:00,280.6,127,090
MVID,D,19/04/16,00:00,284.5,119,240
MVID,D,20/04/16,00:00,290.4,37,470
MVID,D,21/04/16,00:00,292.2,36,080
MVID,D,22/04/16,00:00,294.4,63,030
MVID,D,25/04/16,00:00,295.3,78,120
MVID,D,26/04/16,00:00,304.7,84,580
MVID,D,27/04/16,00:00,300.1,77,040
MVID,D,28/04/16,00:00,296,52,080
MVID,D,29/04/16,00:00,299,32,170
MVID,D,04/05/16,00:00,298.7,78,510
MVID,D,05/05/16,00:00,299,7,560
MVID,D,06/05/16,00:00,299.2,4,410
MVID,D,10/05/16,00:00,296,45,440
MVID,D,11/05/16,00:00,296.7,21,810
MVID,D,12/05/16,00:00,297.5,27,820
MVID,D,13/05/16,00:00,298.1,35,160
MVID,D,16/05/16,00:00,298.1,30,490
MVID,D,17/05/16,00:00,300,43,130
MVID,D,18/05/16,00:00,295.6,26,020
MVID,D,19/05/16,00:00,297,29,220
MVID,D,20/05/16,00:00,301.6,15,820
MVID,D,23/05/16,00:00,297.9,42,670
MVID,D,24/05/16,00:00,295.9,9,200
MVID,D,25/05/16,00:00,296.9,12,780
MVID,D,26/05/16,00:00,297.5,25,580
MVID,D,27/05/16,00:00,299,12,640
MVID,D,30/05/16,00:00,296.9,23,250
MVID,D,31/05/16,00:00,292,34,170
MVID,D,01/06/16,00:00,291.4,53,370
MVID,D,02/06/16,00:00,292.7,32,180
MVID,D,03/06/16,00:00,294.2,60,560
MVID,D,06/06/16,00:00,296.9,74,370
MVID,D,07/06/16,00:00,297.7,74,600
MVID,D,08/06/16,00:00,294.2,30,600
MVID,D,09/06/16,00:00,292.4,11,290
MVID,D,10/06/16,00:00,294.5,22,520
MVID,D,14/06/16,00:00,298.7,254,320
MVID,D,15/06/16,00:00,303,94,980
MVID,D,16/06/16,00:00,305,101,600
MVID,D,17/06/16,00:00,295.1,46,850
MVID,D,20/06/16,00:00,306.4,70,720
MVID,D,21/06/16,00:00,307.5,36,890
MVID,D,22/06/16,00:00,303.5,34,880
MVID,D,23/06/16,00:00,314.9,53,580
MVID,D,24/06/16,00:00,307.1,50,660
MVID,D,27/06/16,00:00,313.8,56,800
MVID,D,28/06/16,00:00,320,74,620
MVID,D,29/06/16,00:00,326.8,153,410
MVID,D,30/06/16,00:00,301.7,100,600
MVID,D,01/07/16,00:00,299.3,29,890
MVID,D,04/07/16,00:00,299.8,189,160
MVID,D,05/07/16,00:00,296.7,36,180
MVID,D,06/07/16,00:00,293.5,50,140
MVID,D,07/07/16,00:00,288,54,470
MVID,D,08/07/16,00:00,286.7,14,400
MVID,D,11/07/16,00:00,289.9,32,460
MVID,D,12/07/16,00:00,301,108,560
MVID,D,13/07/16,00:00,303,78,100
MVID,D,14/07/16,00:00,295,52,990
MVID,D,15/07/16,00:00,298.3,37,820
MVID,D,18/07/16,00:00,303.4,76,850
MVID,D,19/07/16,00:00,316.5,92,580
MVID,D,20/07/16,00:00,314.9,46,910
MVID,D,21/07/16,00:00,314.9,46,170
MVID,D,22/07/16,00:00,314.9,33,230
MVID,D,25/07/16,00:00,312.9,58,150
